Node Type,Name,id
dish,Feijoada,88
ingredient,Flour,89
ingredient,Yeast,89
ingredient,Water,89
ingredient,Salt,89
ingredient,Olive Oil,89
ingredient,Tomato Sauce,89
ingredient,Mozzarella Cheese,89
ingredient,Toppings,89
country,Italy,89
dish,Pizza,89
ingredient,Basmati Rice,90
ingredient,Chicken,90
ingredient,Yogurt,90
ingredient,Onions,90
ingredient,Tomatoes,90
ingredient,Ginger,90
ingredient,Garlic,90
ingredient,Green Chili Peppers,90
ingredient,Turmeric,90
ingredient,Cumin,90
ingredient,Coriander,90
ingredient,Cardamom,90
ingredient,Cloves,90
ingredient,Cinnamon,90
ingredient,Saffron,90
ingredient,Ghee,90
country,India,90
dish,Chicken Biryani,90
ingredient,Rice,91
ingredient,Seaweed,91
ingredient,Fish,91
ingredient,Soy Sauce,91
ingredient,Wasabi,91
ingredient,Pickled Ginger,91
country,Japan,91
dish,Sushi,91
ingredient,Basmati Rice,92
ingredient,Chicken,92
ingredient,Spices,92
ingredient,Onions,92
ingredient,Tomatoes,92
ingredient,Ginger,92
ingredient,Garlic,92
ingredient,Yogurt,92
ingredient,Mint Leaves,92
ingredient,Saffron,92
country,India,92
dish,Biryani,92
ingredient,Corn Tortillas,93
ingredient,Chicken,93
ingredient,Tomatoes,93
ingredient,Onions,93
ingredient,Garlic,93
ingredient,Chili Peppers,93
ingredient,Cumin,93
ingredient,Coriander,93
ingredient,Oregano,93
ingredient,Avocado,93
ingredient,Cilantro,93
ingredient,Queso Fresco,93
ingredient,Sour Cream,93
country,Mexico,93
dish,Enchiladas,93
ingredient,Rice,94
ingredient,Chicken,94
ingredient,Spices,94
ingredient,Onions,94
ingredient,Tomatoes,94
ingredient,Yogurt,94
ingredient,Garlic,94
ingredient,Ginger,94
ingredient,Saffron,94
ingredient,Mint Leaves,94
country,India,94
dish,Biryani,94
ingredient,Basmati Rice,95
ingredient,Chicken,95
ingredient,Yogurt,95
ingredient,Ghee,95
ingredient,Onions,95
ingredient,Ginger-Garlic Paste,95
ingredient,Tomatoes,95
ingredient,Spices,95
ingredient,Saffron Strands,95
ingredient,Mint Leaves,95
ingredient,Coriander Leaves,95
country,India,95
dish,Chicken Biryani,95
ingredient,Basmati Rice,96
ingredient,Chicken Or Lamb,96
ingredient,Onions,96
ingredient,Tomatoes,96
ingredient,Yogurt,96
ingredient,Ginger,96
ingredient,Garlic,96
ingredient,Green Chili Peppers,96
ingredient,Spices,96
ingredient,Saffron,96
ingredient,Mint Leaves,96
country,India,96
dish,Biryani,96
ingredient,Ground Beef,97
ingredient,Lasagna Noodles,97
ingredient,Marinara Sauce,97
ingredient,Ricotta Cheese,97
ingredient,Mozzarella Cheese,97
ingredient,Parmesan Cheese,97
ingredient,Onion,97
ingredient,Garlic,97
ingredient,Olive Oil,97
ingredient,Salt,97
ingredient,Pepper,97
ingredient,Italian Seasoning,97
country,Italy,97
dish,Lasagna,97
ingredient,Boneless Chicken,98
ingredient,Yogurt,98
ingredient,Ginger-Garlic Paste,98
ingredient,Garam Masala,98
ingredient,Turmeric Powder,98
ingredient,Red Chili Powder,98
ingredient,Tomato Puree,98
ingredient,Butter,98
ingredient,Cream,98
ingredient,Cashew Nuts,98
ingredient,Fenugreek Leaves,98
country,India,98
dish,Butter Chicken,98
ingredient,Sushi Rice,99
ingredient,Nori,99
ingredient,Cucumber,99
ingredient,Avocado,99
ingredient,Soy Sauce,99
ingredient,Wasabi,99
ingredient,Pickled Ginger,99
country,Japan,99
dish,Sushi,99
ingredient,Corn Tortillas,100
ingredient,Ground Beef Or Chicken,100
ingredient,Lettuce,100
ingredient,Tomatoes,100
ingredient,Shredded Cheese,100
ingredient,Salsa,100
ingredient,Sour Cream,100
ingredient,Guacamole,100
ingredient,Cilantro,100
ingredient,Lime,100
country,Mexico,100
dish,Tacos,100
ingredient,Rice Noodles,101
ingredient,Shrimp Or Chicken,101
ingredient,Eggs,101
ingredient,Tofu,101
ingredient,Bean Sprouts,101
ingredient,Green Onions,101
ingredient,Peanuts,101
ingredient,Garlic,101
ingredient,Tamarind Paste,101
ingredient,Fish Sauce,101
ingredient,Lime Juice,101
country,Thailand,101
dish,Pad Thai,101
ingredient,Ground Beef,102
ingredient,Onions,102
ingredient,Garlic,102
ingredient,Tomato Sauce,102
ingredient,Lasagna Noodles,102
ingredient,Ricotta Cheese,102
ingredient,Mozzarella Cheese,102
ingredient,Parmesan Cheese,102
ingredient,Egg,102
ingredient,Basil,102
ingredient,Oregano,102
ingredient,Salt,102
ingredient,Pepper,102
country,Italy,102
dish,Lasagna,102
ingredient,Chicken,103
ingredient,Basmati Rice,103
ingredient,Onions,103
ingredient,Tomatoes,103
ingredient,Ginger,103
ingredient,Garlic,103
ingredient,Yogurt,103
ingredient,Spices,103
ingredient,Saffron,103
ingredient,Mint Leaves,103
ingredient,Fried Onions,103
country,India,103
dish,Chicken Biryani,103
ingredient,Marinated Pork,104
ingredient,Pineapple,104
ingredient,Onion,104
ingredient,Cilantro,104
ingredient,Lime,104
ingredient,Tortillas,104
country,Mexico,104
dish,Tacos Al Pastor,104
ingredient,Corn Tortillas,105
ingredient,Seasoned Meat,105
ingredient,Onions,105
ingredient,Cilantro,105
ingredient,Lime,105
ingredient,Salsa,105
ingredient,Avocado,105
country,Mexico,105
dish,Tacos,105
ingredient,Egg Whites,106
ingredient,Sugar,106
ingredient,Vanilla Extract,106
ingredient,Cornstarch,106
ingredient,White Vinegar,106
ingredient,Whipped Cream,106
ingredient,Fresh Fruits,106
country,Australia,106
dish,Pavlova,106
ingredient,Black Beans,107
ingredient,Pork Meat,107
ingredient,Onions,107
ingredient,Garlic,107
ingredient,Bay Leaves,107
ingredient,Salt,107
ingredient,Pepper,107
country,Brazil,107
dish,Feijoada,107
ingredient,Rice,108
ingredient,Tomatoes,108
ingredient,Onions,108
ingredient,Red Bell Peppers,108
ingredient,Scotch Bonnet Peppers,108
ingredient,Garlic,108
ingredient,Ginger,108
ingredient,Vegetable Oil,108
ingredient,Chicken Or Beef Stock,108
ingredient,Chicken Or Beef,108
ingredient,Curry Powder,108
ingredient,Thyme,108
ingredient,Bay Leaves,108
ingredient,Paprika,108
ingredient,Salt,108
ingredient,Black Pepper,108
country,Nigeria,108
dish,Jollof Rice,108
ingredient,Black Beans,109
ingredient,Pork,109
ingredient,Onions,109
ingredient,Garlic,109
ingredient,Bay Leaves,109
ingredient,Salt,109
ingredient,Pepper,109
ingredient,Orange Slices,109
country,Brazil,109
dish,Feijoada,109
ingredient,Beef Ribs,110
ingredient,Salt,110
ingredient,Chimichurri Sauce,110
ingredient,Grilled Vegetables,110
country,Argentina,110
dish,Asado,110
ingredient,Pasta,111
ingredient,Eggs,111
ingredient,Pancetta,111
ingredient,Parmesan Cheese,111
ingredient,Black Pepper,111
country,Italy,111
dish,Spaghetti Carbonara,111
ingredient,Rice Noodles,112
ingredient,Shrimp,112
ingredient,Tofu,112
ingredient,Bean Sprouts,112
ingredient,Peanuts,112
ingredient,Tamarind Sauce,112
country,Thailand,112
dish,Pad Thai,112
ingredient,Chicken,113
ingredient,Yogurt,113
ingredient,Tomatoes,113
ingredient,Cream,113
ingredient,Ginger,113
ingredient,Garlic,113
ingredient,Spices,113
country,India,113
dish,Chicken Tikka Masala,113
ingredient,Pork,114
ingredient,Pineapple,114
ingredient,Onion,114
ingredient,Cilantro,114
ingredient,Corn Tortillas,114
ingredient,Salsa,114
ingredient,Lime,114
country,Mexico,114
dish,Tacos Al Pastor,114
ingredient,Black Beans,115
ingredient,Pork,115
ingredient,Beef,115
ingredient,Bacon,115
ingredient,Sausage,115
ingredient,Onions,115
ingredient,Garlic,115
ingredient,Bay Leaves,115
ingredient,Salt,115
ingredient,Pepper,115
country,Brazil,115
dish,Feijoada,115
ingredient,Marinated Pork,116
ingredient,Pineapple,116
ingredient,Onion,116
ingredient,Cilantro,116
ingredient,Corn Tortillas,116
ingredient,Lime,116
ingredient,Salsa Verde,116
country,Mexico,116
dish,Tacos Al Pastor,116
country,India,117
dish,Chicken Biryani,117
ingredient,Roti,118
ingredient,Onions,118
ingredient,Garlic,118
ingredient,Ginger,118
ingredient,Soy Sauce,118
ingredient,Oil,118
country,Sri Lanka,118
dish,Kottu Roti,118
ingredient,Ground Beef,119
ingredient,Lasagna Noodles,119
ingredient,Ricotta Cheese,119
ingredient,Mozzarella Cheese,119
ingredient,Parmesan Cheese,119
ingredient,Tomato Sauce,119
ingredient,Onions,119
ingredient,Garlic,119
ingredient,Olive Oil,119
ingredient,Italian Seasoning,119
country,Italy,119
dish,Lasagna,119
ingredient,Black Beans,120
ingredient,Pork,120
ingredient,Beef,120
ingredient,Smoked Sausage,120
ingredient,Onions,120
ingredient,Garlic,120
ingredient,Bay Leaves,120
ingredient,Salt,120
country,Brazil,120
dish,Feijoada,120
ingredient,Rice,121
ingredient,Chicken Or Meat,121
ingredient,Onions,121
ingredient,Tomatoes,121
ingredient,Spices,121
ingredient,Yogurt,121
ingredient,Ginger,121
ingredient,Garlic,121
ingredient,Saffron,121
ingredient,Cilantro,121
ingredient,Mint,121
country,India,121
dish,Biryani,121
ingredient,Chicken,122
ingredient,Yogurt,122
ingredient,Tomato,122
ingredient,Butter,122
ingredient,Cream,122
ingredient,Spices,122
country,India,122
dish,Butter Chicken,122
ingredient,Rice,123
ingredient,Meat,123
ingredient,Onions,123
ingredient,Tomatoes,123
ingredient,Ginger,123
ingredient,Garlic,123
ingredient,Yogurt,123
ingredient,Saffron,123
ingredient,Mint Leaves,123
country,India,123
dish,Biryani,123
ingredient,Chicken Breast,124
ingredient,Peanuts,124
ingredient,Dried Red Chilies,124
ingredient,Soy Sauce,124
ingredient,Vinegar,124
ingredient,Sugar,124
ingredient,Ginger,124
ingredient,Garlic,124
ingredient,Cornstarch,124
ingredient,Green Onions,124
country,China,124
dish,Kung Pao Chicken,124
ingredient,Rice,125
ingredient,Raw Fish,125
ingredient,Seaweed,125
ingredient,Soy Sauce,125
ingredient,Wasabi,125
ingredient,Pickled Ginger,125
country,Japan,125
dish,Sushi,125
ingredient,Rice,126
ingredient,Raw Fish,126
ingredient,Seaweed,126
ingredient,Soy Sauce,126
ingredient,Wasabi,126
country,Japan,126
dish,Sushi,126
ingredient,Spaghetti,127
ingredient,Eggs,127
ingredient,Pancetta Or Guanciale,127
ingredient,Pecorino Romano Cheese,127
ingredient,Black Pepper,127
country,Italy,127
dish,Spaghetti Carbonara,127
country,Nigeria,128
dish,Jollof Rice,128
ingredient,Ground Beef,129
ingredient,Lasagna Noodles,129
ingredient,Ricotta Cheese,129
ingredient,Mozzarella Cheese,129
ingredient,Parmesan Cheese,129
ingredient,Tomato Sauce,129
ingredient,Onions,129
ingredient,Garlic,129
ingredient,Olive Oil,129
ingredient,Salt,129
ingredient,Pepper,129
ingredient,Italian Herbs,129
country,Italy,129
dish,Lasagna,129
ingredient,Flour,130
ingredient,Yeast,130
ingredient,Water,130
ingredient,Salt,130
ingredient,Olive Oil,130
ingredient,Tomato Sauce,130
ingredient,Mozzarella Cheese,130
ingredient,Toppings,130
ingredient,Oregano,130
country,Italy,130
dish,Pizza,130
ingredient,Rice,131
ingredient,Beans,131
ingredient,Ground Beef,131
ingredient,Chicharron,131
country,Colombia,131
dish,Bandeja Paisa,131
ingredient,Basmati Rice,132
ingredient,Chicken Or Meat,132
ingredient,Yogurt,132
ingredient,Onions,132
ingredient,Garlic,132
ingredient,Ginger,132
ingredient,Tomatoes,132
ingredient,Spices,132
country,India,132
dish,Biryani,132
ingredient,Rice,133
ingredient,Tomatoes,133
ingredient,Onions,133
ingredient,Peppers,133
ingredient,Chicken Or Beef,133
ingredient,Spices,133
ingredient,Vegetable Oil,133
ingredient,Salt,133
country,Nigeria,133
dish,Jollof Rice,133
ingredient,Marinated Pork,134
ingredient,Pineapple,134
ingredient,Tortillas,134
ingredient,Onions,134
ingredient,Cilantro,134
ingredient,Lime Juice,134
ingredient,Adobo Sauce,134
ingredient,Garlic,134
ingredient,Cumin,134
ingredient,Oregano,134
ingredient,Vinegar,134
country,Mexico,134
dish,Tacos Al Pastor,134
ingredient,Ground Beef,135
ingredient,Lasagna Noodles,135
ingredient,Ricotta Cheese,135
ingredient,Mozzarella Cheese,135
ingredient,Parmesan Cheese,135
ingredient,Tomato Sauce,135
ingredient,Garlic,135
ingredient,Onions,135
ingredient,Olive Oil,135
ingredient,Italian Seasoning,135
country,Italy,135
dish,Lasagna,135
ingredient,Flour,136
ingredient,Butter,136
ingredient,Yeast,136
ingredient,Sugar,136
ingredient,Salt,136
ingredient,Milk,136
ingredient,Eggs,136
country,France,136
dish,Croissant,136
ingredient,Eggplant,137
ingredient,Ground Lamb Or Beef,137
ingredient,Onion,137
ingredient,Garlic,137
ingredient,Tomato,137
ingredient,Cinnamon,137
ingredient,Nutmeg,137
ingredient,Oregano,137
ingredient,Olive Oil,137
ingredient,Flour,137
ingredient,Milk,137
ingredient,Butter,137
ingredient,Breadcrumbs,137
ingredient,Feta Cheese,137
country,Greece,137
dish,Moussaka,137
ingredient,Chicken,138
ingredient,Yogurt,138
ingredient,Tomatoes,138
ingredient,Butter,138
ingredient,Garlic,138
ingredient,Ginger,138
ingredient,Garam Masala,138
ingredient,Chili Powder,138
ingredient,Turmeric,138
ingredient,Cream,138
ingredient,Onions,138
country,India,138
dish,Butter Chicken,138
ingredient,Ground Beef,139
ingredient,Onions,139
ingredient,Garlic,139
ingredient,Tomato Sauce,139
ingredient,Lasagna Noodles,139
ingredient,Ricotta Cheese,139
ingredient,Mozzarella Cheese,139
ingredient,Parmesan Cheese,139
ingredient,Eggs,139
ingredient,Basil,139
ingredient,Oregano,139
ingredient,Salt,139
ingredient,Pepper,139
country,Italy,139
dish,Lasagna,139
ingredient,Rice,140
ingredient,Red Beans,140
ingredient,Ground Beef,140
ingredient,Chorizo Sausage,140
ingredient,Fried Pork Belly,140
ingredient,Fried Egg,140
ingredient,Plantain,140
ingredient,Avocado,140
ingredient,Arepa,140
ingredient,Hogao Sauce,140
country,Colombia,140
dish,Bandeja Paisa,140
ingredient,Rice,141
ingredient,Chicken,141
ingredient,Spices,141
ingredient,Onions,141
ingredient,Yogurt,141
ingredient,Tomatoes,141
ingredient,Ginger,141
ingredient,Garlic,141
ingredient,Saffron,141
ingredient,Mint Leaves,141
country,India,141
dish,Biryani,141
ingredient,Poblano Peppers,142
ingredient,Ground Beef,142
ingredient,Onion,142
ingredient,Garlic,142
ingredient,Tomatoes,142
ingredient,Raisins,142
ingredient,Olives,142
ingredient,Almonds,142
ingredient,Eggs,142
ingredient,Flour,142
ingredient,Oil,142
ingredient,Salt,142
ingredient,Pepper,142
country,Mexico,142
dish,Chiles Rellenos,142
ingredient,Corn Tortillas,143
ingredient,Grilled Meat,143
ingredient,Diced Onions,143
ingredient,Chopped Cilantro,143
ingredient,Salsa,143
ingredient,Lime Juice,143
ingredient,Avocado,143
country,Mexico,143
dish,Tacos,143
ingredient,Pizza Dough,144
ingredient,Tomato Sauce,144
ingredient,Mozzarella Cheese,144
ingredient,Toppings,144
ingredient,Olive Oil,144
country,Italy,144
dish,Pizza,144
ingredient,Onions,145
ingredient,Garlic,145
ingredient,Ginger,145
ingredient,Curry Powder Or Spices,145
ingredient,Rice Or Naan Bread,145
country,India,145
dish,Curry,145
ingredient,Rice,146
ingredient,Nori,146
ingredient,Soy Sauce,146
ingredient,Wasabi,146
ingredient,Pickled Ginger,146
country,Japan,146
dish,Sushi,146
ingredient,Rice Noodles,147
ingredient,Tofu Or Shrimp,147
ingredient,Eggs,147
ingredient,Bean Sprouts,147
ingredient,Green Onions,147
ingredient,Peanuts,147
ingredient,Lime Juice,147
ingredient,Fish Sauce,147
ingredient,Tamarind Paste,147
ingredient,Chili Flakes,147
country,Thailand,147
dish,Pad Thai,147
ingredient,Eggplant,148
ingredient,Ground Lamb Or Beef,148
ingredient,Onions,148
ingredient,Garlic,148
ingredient,Tomato Sauce,148
ingredient,Cinnamon,148
ingredient,Nutmeg,148
ingredient,Potatoes,148
ingredient,Béchamel Sauce,148
ingredient,Grated Cheese,148
country,Greece,148
dish,Moussaka,148
ingredient,Chicken,149
ingredient,Bacon,149
ingredient,Onions,149
ingredient,Mushrooms,149
ingredient,Red Wine,149
ingredient,Chicken Broth,149
ingredient,Garlic,149
ingredient,Thyme,149
ingredient,Flour,149
ingredient,Butter,149
country,France,149
dish,Coq Au Vin,149
ingredient,Chicken,150
ingredient,Peanuts,150
ingredient,Bell Peppers,150
ingredient,Onions,150
ingredient,Garlic,150
ingredient,Ginger,150
ingredient,Soy Sauce,150
ingredient,Vinegar,150
ingredient,Chili Paste,150
ingredient,Cornstarch,150
country,China,150
dish,Kung Pao Chicken,150
ingredient,Black Beans,151
ingredient,Pork,151
country,Brazil,151
dish,Feijoada,151
ingredient,Parsley,152
ingredient,Bulgur Wheat,152
ingredient,Tomatoes,152
ingredient,Mint,152
ingredient,Green Onions,152
ingredient,Lemon Juice,152
ingredient,Olive Oil,152
ingredient,Salt,152
ingredient,Black Pepper,152
country,Lebanon,152
dish,Tabbouleh,152
ingredient,Sponge Cake,153
ingredient,Chocolate Icing,153
ingredient,Desiccated Coconut,153
country,Australia,153
dish,Lamington,153
ingredient,Lamb,154
ingredient,Onions,154
ingredient,Garlic,154
ingredient,Ginger,154
ingredient,Saffron,154
ingredient,Turmeric,154
ingredient,Cumin,154
ingredient,Coriander,154
ingredient,Cinnamon,154
ingredient,Dried Apricots,154
ingredient,Preserved Lemons,154
ingredient,Olive Oil,154
ingredient,Vegetable Broth,154
ingredient,Green Olives,154
country,Morocco,154
dish,Tagine,154
ingredient,Dough,155
ingredient,Tomato Sauce,155
ingredient,Mozzarella Cheese,155
ingredient,Basil,155
ingredient,Olive Oil,155
country,Italy,155
dish,Pizza,155
ingredient,Boneless Chicken,156
ingredient,Yogurt,156
ingredient,Ginger-Garlic Paste,156
ingredient,Garam Masala,156
ingredient,Turmeric,156
ingredient,Cumin,156
ingredient,Coriander,156
ingredient,Chili Powder,156
ingredient,Tomatoes,156
ingredient,Butter,156
ingredient,Cream,156
ingredient,Fenugreek Leaves,156
country,India,156
dish,Butter Chicken,156
ingredient,Boneless Chicken,157
ingredient,Peanuts,157
ingredient,Dried Red Chilies,157
ingredient,Soy Sauce,157
ingredient,Vinegar,157
ingredient,Sugar,157
ingredient,Ginger,157
ingredient,Garlic,157
ingredient,Cornstarch,157
ingredient,Vegetable Oil,157
country,China,157
dish,Kung Pao Chicken,157
ingredient,Basmati Rice,158
ingredient,Chicken/Mutton/Vegetables,158
ingredient,Onions,158
ingredient,Tomatoes,158
ingredient,Yogurt,158
ingredient,Spices,158
ingredient,Saffron,158
ingredient,Ghee/Vegetable Oil,158
country,India,158
dish,Biryani,158
ingredient,Rice,159
ingredient,Vegetables,159
ingredient,Sesame Oil,159
country,South Korea,159
dish,Bibimbap,159
ingredient,Rice Noodles,160
ingredient,Tofu,160
ingredient,Shrimp,160
ingredient,Bean Sprouts,160
ingredient,Eggs,160
ingredient,Peanuts,160
ingredient,Garlic,160
ingredient,Shallots,160
ingredient,Tamarind Paste,160
ingredient,Fish Sauce,160
ingredient,Lime Juice,160
ingredient,Palm Sugar,160
ingredient,Red Chili Pepper,160
country,Thailand,160
dish,Pad Thai,160
ingredient,Chicken,161
ingredient,Yogurt,161
ingredient,Ginger,161
ingredient,Garlic,161
ingredient,Garam Masala,161
ingredient,Turmeric,161
ingredient,Coriander,161
ingredient,Cumin,161
ingredient,Tomatoes,161
ingredient,Cream,161
ingredient,Butter,161
ingredient,Chili Powder,161
ingredient,Fenugreek Leaves,161
country,India,161
dish,Butter Chicken,161
ingredient,Lentils,162
ingredient,Rice,162
ingredient,Macaroni,162
ingredient,Chickpeas,162
ingredient,Onions,162
ingredient,Garlic,162
ingredient,Tomato Sauce,162
ingredient,Cumin,162
ingredient,Vinegar,162
ingredient,Oil,162
country,Egypt,162
dish,Koshari,162
ingredient,Lasagna Noodles,163
ingredient,Ground Beef,163
ingredient,Onion,163
ingredient,Garlic,163
ingredient,Tomato Sauce,163
ingredient,Ricotta Cheese,163
ingredient,Mozzarella Cheese,163
ingredient,Parmesan Cheese,163
ingredient,Eggs,163
ingredient,Basil,163
ingredient,Oregano,163
ingredient,Salt,163
ingredient,Pepper,163
country,Italy,163
dish,Lasagna,163
ingredient,Black Beans,164
ingredient,Pork Meat,164
ingredient,Collard Greens,164
country,Brazil,164
dish,Feijoada,164
ingredient,Basmati Rice,165
ingredient,Chicken Or Lamb,165
ingredient,Onions,165
ingredient,Tomatoes,165
ingredient,Yogurt,165
ingredient,Garlic,165
ingredient,Ginger,165
ingredient,Garam Masala,165
ingredient,Turmeric,165
ingredient,Saffron,165
ingredient,Cardamom,165
ingredient,Cinnamon,165
ingredient,Cloves,165
country,India,165
dish,Biryani,165
ingredient,Rice Noodles,166
ingredient,Tofu,166
ingredient,Shrimp,166
ingredient,Eggs,166
ingredient,Bean Sprouts,166
ingredient,Garlic,166
ingredient,Shallots,166
ingredient,Tamarind Paste,166
ingredient,Fish Sauce,166
ingredient,Palm Sugar,166
ingredient,Lime Juice,166
ingredient,Peanuts,166
ingredient,Chili Flakes,166
ingredient,Cilantro,166
country,Thailand,166
dish,Pad Thai,166
ingredient,Maize Flour,167
ingredient,Water,167
country,Kenya,167
dish,Ugali,167
ingredient,Marinated Pork,168
ingredient,Pineapple,168
ingredient,Onion,168
ingredient,Coriander,168
ingredient,Lime,168
ingredient,Tortillas,168
country,Mexico,168
dish,Tacos Al Pastor,168
ingredient,Marinated Pork,169
ingredient,Pineapple,169
ingredient,Corn Tortillas,169
ingredient,Onions,169
ingredient,Cilantro,169
ingredient,Lime Juice,169
ingredient,Adobo Sauce,169
ingredient,Achiote Paste,169
ingredient,Garlic,169
ingredient,Oregano,169
ingredient,Cumin,169
ingredient,Vinegar,169
ingredient,Salt,169
country,Mexico,169
dish,Tacos Al Pastor,169
ingredient,Black Beans,170
ingredient,Pork Ribs,170
ingredient,Smoked Sausage,170
ingredient,Bacon,170
ingredient,Garlic,170
ingredient,Onions,170
ingredient,Bay Leaves,170
ingredient,Salt,170
ingredient,Pepper,170
ingredient,Orange Slices,170
ingredient,Farofa,170
ingredient,Rice,170
ingredient,Collard Greens,170
country,Brazil,170
dish,Feijoada,170
ingredient,Basmati Rice,171
ingredient,Chicken Or Mutton,171
ingredient,Onions,171
ingredient,Tomatoes,171
ingredient,Yogurt,171
ingredient,Ginger-Garlic Paste,171
ingredient,Biryani Masala,171
ingredient,Saffron,171
ingredient,Ghee,171
ingredient,Mint Leaves,171
ingredient,Coriander Leaves,171
ingredient,A Variety Of Spices,171
country,India,171
dish,Biryani,171
ingredient,Chicken,172
ingredient,Yogurt,172
ingredient,Tomatoes,172
ingredient,Butter,172
ingredient,Garlic,172
ingredient,Ginger,172
ingredient,Cream,172
ingredient,Spices,172
ingredient,Lemon Juice,172
country,India,172
dish,Butter Chicken,172
ingredient,Boneless Chicken,173
ingredient,Yogurt,173
ingredient,Ginger-Garlic Paste,173
ingredient,Garam Masala,173
ingredient,Turmeric,173
ingredient,Cumin,173
ingredient,Coriander,173
ingredient,Cardamom,173
ingredient,Tomato Puree,173
ingredient,Butter,173
ingredient,Cream,173
ingredient,Chili Powder,173
country,India,173
dish,Butter Chicken,173
ingredient,Chicken,174
ingredient,Yogurt,174
ingredient,Ginger,174
ingredient,Garlic,174
ingredient,Tomatoes,174
ingredient,Butter,174
ingredient,Cream,174
ingredient,Spices,174
ingredient,Onions,174
ingredient,Cilantro,174
country,India,174
dish,Butter Chicken,174
ingredient,Chicken,175
ingredient,Yogurt,175
ingredient,Tomatoes,175
ingredient,Butter,175
ingredient,Garlic,175
ingredient,Ginger,175
ingredient,Chili Powder,175
ingredient,Garam Masala,175
ingredient,Fenugreek Leaves,175
ingredient,Cream,175
country,India,175
dish,Butter Chicken,175
ingredient,Rice Noodles,176
ingredient,Shrimp,176
ingredient,Tofu,176
ingredient,Bean Sprouts,176
ingredient,Eggs,176
ingredient,Peanuts,176
ingredient,Garlic,176
ingredient,Shallots,176
ingredient,Tamarind Paste,176
ingredient,Fish Sauce,176
ingredient,Lime Juice,176
ingredient,Palm Sugar,176
ingredient,Chili Flakes,176
country,Thailand,176
dish,Pad Thai,176
ingredient,Basmati Rice,177
ingredient,Chicken,177
ingredient,Onions,177
ingredient,Tomatoes,177
ingredient,Ginger-Garlic Paste,177
ingredient,Yogurt,177
ingredient,Spices,177
ingredient,Saffron Strands,177
country,India,177
dish,Chicken Biryani,177
ingredient,Corn Tortillas,178
ingredient,Chicken Or Beef,178
ingredient,Onions,178
ingredient,Garlic,178
ingredient,Chili Peppers,178
ingredient,Tomatoes,178
ingredient,Cheese,178
ingredient,Avocado,178
ingredient,Sour Cream,178
country,Mexico,178
dish,Enchiladas,178
ingredient,Chicken,179
ingredient,Yogurt,179
ingredient,Lemon Juice,179
ingredient,Ginger,179
ingredient,Garlic,179
ingredient,Garam Masala,179
ingredient,Turmeric,179
ingredient,Cumin,179
ingredient,Coriander,179
ingredient,Paprika,179
ingredient,Tomato Sauce,179
ingredient,Heavy Cream,179
ingredient,Butter,179
ingredient,Onion,179
ingredient,Green Chili,179
ingredient,Cilantro,179
ingredient,Salt,179
country,India,179
dish,Chicken Tikka Masala,179
ingredient,Rice,180
ingredient,Raw Fish,180
ingredient,Seaweed,180
ingredient,Soy Sauce,180
ingredient,Wasabi,180
ingredient,Pickled Ginger,180
country,Japan,180
dish,Sushi,180
ingredient,Rice,181
ingredient,Chicken,181
ingredient,Onions,181
ingredient,Tomatoes,181
ingredient,Yogurt,181
ingredient,Garlic,181
ingredient,Ginger,181
ingredient,Chili Powder,181
ingredient,Turmeric,181
ingredient,Cumin,181
ingredient,Cinnamon,181
ingredient,Cardamom,181
ingredient,Cloves,181
ingredient,Bay Leaves,181
ingredient,Saffron,181
ingredient,Ghee,181
country,India,181
dish,Chicken Biryani,181
country,India,182
dish,Chicken Tikka Masala,182
ingredient,Rice Noodles,183
ingredient,Shrimp,183
ingredient,Tofu,183
ingredient,Eggs,183
ingredient,Bean Sprouts,183
ingredient,Garlic,183
ingredient,Shallots,183
ingredient,Tamarind Paste,183
ingredient,Fish Sauce,183
ingredient,Peanuts,183
ingredient,Lime,183
country,Thailand,183
dish,Pad Thai,183
ingredient,Ground Beef,184
ingredient,Lasagna Noodles,184
ingredient,Ricotta Cheese,184
ingredient,Mozzarella Cheese,184
ingredient,Parmesan Cheese,184
ingredient,Tomato Sauce,184
ingredient,Onion,184
ingredient,Garlic,184
ingredient,Oregano,184
ingredient,Basil,184
ingredient,Salt,184
ingredient,Pepper,184
country,Italy,184
dish,Lasagna,184
ingredient,Rice,185
ingredient,Shrimp,185
ingredient,Chicken,185
ingredient,Egg,185
ingredient,Garlic,185
ingredient,Shallots,185
ingredient,Soy Sauce,185
ingredient,Kecap Manis,185
ingredient,Chili,185
ingredient,Vegetables,185
ingredient,Garnished With Fried Onions,185
country,Indonesia,185
dish,Nasi Goreng,185
ingredient,Lamb,186
ingredient,Onions,186
ingredient,Garlic,186
ingredient,Ginger,186
ingredient,Saffron,186
ingredient,Turmeric,186
ingredient,Cumin,186
ingredient,Cinnamon,186
ingredient,Paprika,186
ingredient,Tomatoes,186
ingredient,Preserved Lemons,186
ingredient,Olives,186
ingredient,Fresh Cilantro,186
country,Morocco,186
dish,Tagine,186
ingredient,Rice,187
ingredient,Assorted Vegetables,187
ingredient,Eggs,187
country,South Korea,187
dish,Bibimbap,187
ingredient,Basmati Rice,188
ingredient,Chicken,188
ingredient,Yogurt,188
ingredient,Onions,188
ingredient,Tomatoes,188
ingredient,Ginger,188
ingredient,Garlic,188
ingredient,Green Chilies,188
ingredient,Spices,188
ingredient,Saffron,188
